compound_id,smiles
CPD-5167,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(CCOP(OP(O[C@H]%10(O[C@H](CO)[C@@H](O[C@H]9([C@H](NC(=O)C)[C@H]([C@H](O[C@H]1([C@@H](O)[C@H]([C@H](O)[C@H](O1)CO[C@@H]2([C@@H](O)[C@H]([C@H](O)[C@H](O2)CO[C@H]3(O[C@@H]([C@H]([C@@H]([C@@H]3O)O)O)CO))O[C@@H]5([C@@H](O[C@@H]4([C@H]([C@@H](O)[C@H](O)[C@@H](CO)O4)O))[C@H]([C@H](O)[C@@H](CO)O5)O)))O[C@@H]8([C@@H](O[C@@H]7([C@@H](O[C@@H]6([C@@H](O)[C@H]([C@H](O)[C@@H](CO)O6)O))[C@H]([C@H](O)[C@H](O7)CO)O))[C@@H](O)[C@@H]([C@H](O8)CO)O)))[C@@H](CO)O9)O))[C@H](O)[C@@H](NC(=O)C)%10))(=O)[O-])(=O)[O-])C
2-O-methylcytidine-56-tRNAs,CO[C@@H]2([C@H](OP(=O)(O[a tRNA])[O-])[C@@H](COP(=O)([O-])O[a tRNA])O[C@@H](N1(\C=C/C(/N)=N\C(=O)1))2)
Straight-Chain-234-Sat-FA,C([R])CCC([O-])=O
alpha-N-Peptidyl-LGlutamate,C(=O)([O-])CC[C@@H](C(=O)[O-])N[a protein]
Isocitrate,C(=O)(C(CC([O-])=O)C(O)C([O-])=O)[O-]
Short-Chain-Primary-Alcohols,C(O)[R]
DIPEPTIDES,C([R1])(C(=O)NC([R2])C(=O)[O-])[NH3+]
CPD-6952,CC(N[a protein])C1(\N(CC(=O)[a protein])C(=O)C(\N=1)=C)
tRNA-N1-methylpseudouridine-54,CN2(C(=O)NC(=O)C(/[C@@H]1(O[C@H](COP(=O)([O-])O[a tRNA])[C@@H](OP(=O)(O[a tRNA])[O-])[C@@H](O)1))=C/2)
Reduced-Flavins,CC3(\C=C1(C(/N([R])C2(/NC(=O)NC(=O)C(\N1)=2))=C\C(/C)=3))
TAG-18-3-36-3s,C(OC([R3])=O)[C@H](OC([R2])=O)COC([R1])=O
23S-rRNA-5-Methyl-Uridines,CC1(\C(=O)NC(=O)N(\C=1)[C@@H]2(O[C@H](COP(=O)([O-])O[a 23S rRNA])[C@@H](OP(=O)(O[a 23S rRNA])[O-])[C@@H](O)2))
Flavones,C3([R3])(C(/[R2])=C([R1])/C(/C1(/OC2(/C(\[R10])=C([R9])\C(/[R8])=C([R7])/C(/C(=O)C(/[R6])=1)=2)))=C([R5])\C(/[R4])=3)
Cytosine-32-In-tRNAs-Sers,C(OP(=O)([O-])O[a tRNA<SUP>ser</SUP>])[C@H]2(O[C@@H](N1(C(/N=C(\C=C/1)/N)=O))[C@H](O)[C@H](OP(=O)(O[a tRNA<SUP>ser</SUP>])[O-])2)
S-ubi-E3-independent-UCP-E2-L-cysteine,C(N[a ubiquitin])C(=O)SC[C@@H](C(=O)[an E3-independent ubiquitin-carrier-protein E2])N[an E3-independent ubiquitin-carrier-protein E2]
Alpha-hydroxyphytoceramides,C([R2])CCCCCCCCCCCCC[C@@H](O)[C@H]([C@H](CO)NC([C@H]([R1])O)=O)O
Poly-Gamma-Glutamylcysteine-Glycines,C(S)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H](NC(=O)[C@H](CS)NC(=O)CC[C@H](N[R])C([O-])=O)C([O-])=O
Flavonol-3-O-Glycosides,C(O)C1(C(O)C(O)C(O)C(O1)OC3(\C(=O)C4(/C(\[R4])=C\C(/[R5])=C/C(/OC(\C2(/C=C([R3])\C(/[R2])=C([R1])/C=2))=3)=4)))
Deoxynucleotides,C(O)[C@H]1(O[C@@H]([a nucleobase])C[C@@H]1O)
N-palmitoylglycoproteins,CCCCCCCCCCCCCCCC(NCCCC[C@@H](C(=O)[a protein])N[a protein])=O
B-Gal-14-NacGlc-R,CC(=O)N[C@H]2([C@H](O[R])O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))[C@H](O)2)
Purine-Ribonucleosides,C(O)[C@H]1(O[C@@H]([a purine base])[C@H](O)[C@H](O)1)
CPD-15972,C(O)[C@@H]2([C@H](O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1([C@@H](CO)OC(O)[C@H](O)[C@@H](O)1))O2)
CPD-16184,CC(N[C@@H]2([C@@H](O[C@@H]1(O[C@@H]([C@H](O)[C@@H]([C@H]1O)O)CO))[C@H]([C@@H](CO)OC2O)O))=O
1-Haloalkanes,C([X])[R]
Sphingadienine,CCCCCCCCC/C=C/CC/C=C/[C@@H](O)[C@@H]([NH3+])CO
Oligomers-Of-16beta-D-Glucans,C(O[R1])[C@H]2(O[C@@H](OC[C@H]1(O[C@@H](O[R2])[C@H](O)[C@@H](O)[C@H](O)1))[C@H](O)[C@@H](O)[C@H](O)2)
Protein-N-terminal-N-Ac-L-threonine,C[C@@H](O)[C@@H](C([a protein])=O)NC(=O)C
21S-rRNA-uridine-2791,C(OP(=O)([O-])O[a 21S rRNA])[C@H]2(O[C@@H](N1(\C=C/C(=O)NC(=O)1))[C@H](O)[C@H](OP(=O)(O[a 21S rRNA])[O-])2)
Monocarboxylic-Acid-Amides,C(N)(=O)[R]
Secondary-Amines,C([R1])[NH2+]C[R2]
Phenylalkanoyl-CoAs,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC([R]CC1(\C=C/C=C\C=1))=O)COP(=O)(OP(=O)(OC[C@H]2(O[C@H]([C@@H]([C@@H]2OP([O-])(=O)[O-])O)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
CPD-19854,[C@H]1([R2])(OC(=O)[C@H]([R1])1)
Pullulans,C(O[R1])[C@H]1(O[C@@H]([C@@H]([C@H]([C@H](O)1)O)O)O[C@@H]2([C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]9([C@H](O[C@H](OC[C@H]3(O[C@@H]([C@@H]([C@H]([C@H](O)3)O)O)O[C@@H]4([C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]8([C@H](O[C@H](OC[C@H]5(O[C@@H]([C@@H]([C@H]([C@H](O)5)O)O)O[C@@H]6([C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7([C@H](O[C@@H]([C@@H]([C@H]7O)O)O[R2])CO))CO)))[C@@H]([C@H]8O)O)CO))CO)))[C@@H]([C@H]9O)O)CO))CO))
CPD-17297,CCCCC\C=C/C\C=C/CCCCCC(O[C@@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))COC([R])=O)=O
CPD-154,C([C@H]1(OC([C@H]([C@H]([C@@H]1O)O)NC([R])=O)=O))O
L-1-PHOSPHATIDYL-ETHANOLAMINE,C(OP([O-])(=O)OC[C@@H](COC(=O)[R1])OC(=O)[R2])C[NH3+]
DS-Oligodeoxyribonucleotides,C(OP(O[C@H]2(C[C@H]([a nucleobase])O[C@H](COP(O[C@H]1(C[C@H]([a nucleobase])O[C@H](COP(O[R1])([O-])=O)1))([O-])=O)2))([O-])=O)[C@H]3(O[C@@H]([a nucleobase])C[C@H](O[R2])3).C(OP(O[C@H]5(C[C@H]([a nucleobase])O[C@H](COP(O[C@H]4(C[C@H]([a nucleobase])O[C@H](COP(O[R1])([O-])=O)4))([O-])=O)5))([O-])=O)[C@H]6(O[C@@H]([a nucleobase])C[C@H](O[R2])6)
DTDP-SUGARS,CC1(\C(=O)NC(N(\C=1)[C@H]2(C[C@H](O)[C@@H](COP(=O)([O-])OP(O[R])(=O)[O-])O2))=O)
CPD-10213,CC1(C(=O)C(/OC)=C(C)\O1)
A-antigen,C[C@@H]3(O[C@@H](O[C@H]2([C@H](O[R])O[C@H](CO)[C@H](O)[C@H](O[C@H]1(O[C@@H]([C@H](O)[C@H](O)[C@@H](NC(=O)C)1)CO))2))[C@@H](O)[C@@H]([C@H](O)3)O)
Vaccenoyl-Lipid,CCCCCC\C=C/CCCCCCCCCC([a glycerolipid])=O
Alkyl-Sulfinates,[O-]S(=O)[R]
N-hydroxy-n-homo-methionine,CS[R]CC[C@@H](C([O-])=O)NO
Methyl-Farnesoates,CC(C)=CCCC(\C)=C/CCC(\C)=C/C(=O)OC
Proteins-With-N-Terminal-Asp,C(=O)([a protein])[C@@H]([NH3+])CC(=O)[O-]
TAG-18-2-38-0s,C(OC([R3])=O)[C@H](OC([R2])=O)COC([R1])=O
Trans-23-dihydro-3-hydroxyanthranilate,C([O-])(=O)C1(\C([NH3+])C(O)\C=C/C=1)
23S-rRNA-pseudouridine2604,C2(\NC(=O)NC(=O)C(/[C@@H]1(O[C@H](COP(=O)([O-])O[a 23S rRNA])[C@@H](OP(=O)(O[a 23S rRNA])[O-])[C@@H](O)1))=2)
CPD-17293,CCCCC\C=C/C\C=C/CCCCCC(=O)[a glycerolipid]
D-Galactosyl-12-diacyl-glycerols,C(OC(=O)[R1])[C@H](CO[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))OC(=O)[R2]
C-nitroso-compounds,C([R])N=O
TAG-18-2-36-1s,C(OC([R3])=O)[C@H](OC([R2])=O)COC([R1])=O
LysW-L-lysine,C([NH3+])CCC[C@@H](C(=O)[O-])NC(=O)CC[C@@H](C(=O)[O-])N[amino group carrier protein]
Enamines,C([R2])([R1])=C([R3])N([R5])[R4]
DsrE-Persulfides,C(=O)([a [DsrE protein]])[C@@H](N[a [DsrE protein]])CSS
Chitodextrins,CC(N[C@H]4([C@H](O[R2])O[C@H](CO)[C@@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R1])[C@H](O)[C@@H](NC(=O)C)1))[C@H](O)[C@@H](NC(=O)C)2))[C@H](O)[C@@H](NC(=O)C)3))[C@H](O)4))=O
3-Oxo-Delta-4-Steroids,CC34(CCC2(C(CCC1(\C(C)(CCC(=O)\C=1)2))C(CCC([R])3)4))
Protein-alpha-D-mannosyl-L-Thr,C[C@H]([C@H](N[a protein])C(=O)[a protein])O[C@@H]1([C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)
HEPARIN,C(OS(=O)(=O)[O-])[C@H]1(O[C@H](O[R2])[C@H](NS(=O)(=O)[O-])[C@@H](O)[C@@H]1O[C@H]2([C@H](OS([O-])(=O)=O)[C@H]([C@@H]([C@@H](C([O-])=O)O2)O[C@@H]3([C@H](NS(=O)(=O)[O-])[C@@H](O)[C@@H]([C@@H](COS(=O)(=O)[O-])O3)O[C@H]4([C@H](OS([O-])(=O)=O)[C@@H](O)[C@H](O[R1])[C@H](C([O-])=O)O4)))O))
Short-OH-Long-FA-Esters,C(OC(=O)[R])[R]
Chlorides,Cl[R]
Lignins,COC%19(/C=C(C(CO)C(O)C%13(\C=C(C(\OC(CO)C(O)C%12(\C=C/C(/OC(CO)C(=O)C1(\C=C(C(\O)=C(/C=1)\C2(\C(\O)=C(/C=C(\C=2)/C(C(OC%11(/C=C\C(\C3(C(CO)C4(/C=C(/C=C(C(O3)=4)/OC)/C(C(CO)OC6(\C=C/C(/C(C(CO)OC5(/C=C\C(/CCCO)=C/C(/OC)=5))O)=C\C=6))OC%10(/C(/OC)=C\C(\C(O)C(OC9(\C(\OC)=C/C(/C(C(C8(\C(\C(OC7(/C=C\C(\C(O)C(O[R])CO)=C/C(/OC)=7))C(O[R])CO)=C/C(/OC)=C(\C=8)/O))CO)O)=C\C=9))CO)=C/C(/OC)=%10))))=C/C(/OC)=%11))CO)O)\OC))\OC))=C(/C=%12)/OC))=C(/C=%13)\OC)\OC%18(\C(\OC)=C/C(/C%17(C%16(COC(C%14(\C=C(C(\O)=C(/C=%14)\C%15(\C(\OC(CO)C=O)=C(/C=C(\C=%15)/C(O)C(O[R])CO)\OC))\OC))C%16CO%17)))=C\C=%18)))\C=C/C(/O)=%19)
BCCP-biotin-L-lysine,C(NC(=O)CCCC[C@@H]1(SC[C@@H]2(NC(=O)N[C@H]12)))CCC[C@@H](C([a [biotin carboxyl-carrier protein] monomer])=O)N[a [biotin carboxyl-carrier protein] monomer]
Teichoic-Acid,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(=O)([O-])OP([O-])(=O)O[C@@H]1([C@@H]([C@H](C([C@H](O1)CO)O[C@@H]2(O[C@H](CO)[C@@H](OP([O-])(=O)OC[C@@H](CO[R])O)[C@H](O)[C@H](NC(=O)C)2))O)NC(C)=O)
23S-rRNA-Pseudourdines,C2(\NC(=O)NC(=O)C(/[C@@H]1(O[C@H](COP(=O)([O-])O[a 23S rRNA])[C@@H](OP(=O)(O[a 23S rRNA])[O-])[C@@H](O)1))=2)
E3-independent-UCP-E2-L-cysteine,C(=O)([an E3-independent ubiquitin-carrier-protein E2])[C@@H](N[an E3-independent ubiquitin-carrier-protein E2])CS
21S-rRNA-2-O-methyluridine2791,CO[C@@H]2([C@H](OP(=O)(O[a 21S rRNA])[O-])[C@@H](COP(=O)([O-])O[a 21S rRNA])O[C@@H](N1(\C=C/C(=O)NC(=O)1))2)
Cobamides,C[C@H]1(OP(O[a cobamide lower ligand ribotide][Co-2]467([N+]9(/[C@]2(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C(\C(/C)=C8([C@@](CC(=O)N)([C@H](CCC(N)=O)C(\C=C5(C(C)(C)[C@H](CCC(N)=O)C(\C(/C)=C3([C@](CCC(NC1)=O)([C@@H](CC(N)=O)[C@H]2N34)C))=[N+]5\6))=[N+]78)C))=9)))([a cobamide upper ligand]))(=O)[O-])
CPD-19186,CC1(\C(\OC)=N/C(=O)N(\C=1)[C@@H]2(O[C@H](COP(=O)([O-])O[a deoxyribonucleic acid])[C@@H](OP(=O)(O[a deoxyribonucleic acid])[O-])C2))
TAG-18-3-40-0s,C(OC([R3])=O)[C@H](OC([R2])=O)COC([R1])=O
Rhodoquinones,C([R])C(\C)=C/CC1(\C(=O)C(\OC)=C(C(=O)C(/C)=1)\N)
Delta5-Delta7-Steroids,CC12(CCC4(C(C(CCC([R])1)2)=C\C=C3(CC(O)CCC(C)34)))
N-terminal-L-Serine-Histone-H4,C(=O)([a protein])[C@@H]([NH3+])CO
N-Glycoprotein-M-voltae,C[C@@H](O)[C@H](NC(=O)[C@@H]3([C@@H](O)[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@H]2([C@H](NC(=O)C)[C@@H](NC(=O)C)[C@H](O[C@@H]1([C@H]([C@@H](NC(=O)CC(N[a protein])C([a protein])=O)O[C@@H]([C@H]1O)CO)NC(C)=O))O[C@H](C(=O)[O-])2))O3))C(=O)[O-]
Acetylated-Alginate,CC(O[C@@H]5([C@H](O)[C@H](O[C@H]1([C@H](O)[C@H](O)[C@@H](O[C@@H](C(=O)[O-])1)O[R2]))O[C@H](C([O-])=O)[C@@H](O[C@@H]4(O[C@@H](C(=O)[O-])[C@@H](O[C@H]3([C@@H](OC(=O)C)[C@@H](O)[C@H](O[C@@H]2(O[C@@H](C(=O)[O-])[C@@H](O[R1])[C@H](O)[C@H](O)2))[C@@H](C([O-])=O)O3))[C@H](O)[C@H](O)4))5))=O
Aldonic-Acids,C([O-])(=O)C(O)[R]
Alkyl-acetyl-glycero-phosphocholines,CC(=O)O[C@@H](COP([O-])(=O)OCC[N+](C)(C)C)COC[R]
Uridine32-in-tRNA,C(OP(=O)([O-])O[a tRNA])[C@H]2(O[C@@H](N1(\C=C/C(=O)NC(=O)1))[C@H](O)[C@H](OP(=O)(O[a tRNA])[O-])2)
3GlcGlc-Protopanaxadiol-ginsenosides,CC(C)=CCC[C@](C)(O[R])[C@@H]1(CC[C@@]2([C@@H]1[C@H](O)C[C@H]3([C@@]2(C)CC[C@H]4([C@]3(C)CC[C@@H](C(C)(C)4)O[C@H]5([C@@H]([C@H]([C@H](O)[C@@H](CO)O5)O)O[C@H]6([C@H](O)[C@H]([C@H](O)[C@@H](CO)O6)O)))))C)
CPD-19942,C([R])C(CC(=O)OCC(=O)CO)=O
12-Epoxybutane,CCC1(OC1)
3-Hydroxy-11-cis-retinal,CC(/C=C/C1(/[C@@](CC(O)CC(/C)=1)(C)C))=C\C=C/C(\C)=C/C=O
Prot-Alanines,C[C@@H](C(=O)[a protein])N[a protein]
CPD0-1551,C(=O)C(O)CO
Alpha-NAD-P,C5(/C(/C(N)=O)=C\C=C/[N+](/[C@H]4(O[C@H](COP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O[R])[C@H](O)3))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)4))=5)
N-Acetyl-D-Hexosaminides,CC(=O)NC1(C(O)C(O)[C@@H](CO)OC(O[R])1)
Flavonone-rhamnosyl-glucosides,C[C@H]1([C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2([C@H]([C@@H]([C@@H](CO)O[C@H]2OC5(\C=C4(C(/C(CC(C3(\C=C/C=C\C=3))O4)=O)=C\C=5)))O)O))O)O)O)
TAG-18-3-32-2s,C(OC([R3])=O)[C@H](OC([R2])=O)COC([R1])=O
CPD-21036,CCCCCCCCCCCCCC(CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)O
CPD-12809,C=CC3(\C(/C)=C4(\C=C6(C(/C)=C(CCC(=O)[O-])/C(\C=C5(C(/CCC([O-])=O)=C(C)/C1(/N([Fe](SC[C@@H](C(=O)N[R])NC(=O)[R])N(C(/C=C2(C(/C)=C(C=C)/C(\C=1)=N\2))=3)4)5)))=N\6)))
Beta-D-glucosides,C(O)[C@H]1(O[C@@H](O[R])[C@H](O)[C@@H](O)[C@H](O)1)
Mycobacterial-Arabinogalactans,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@H](O[a mycobacterial arabinogalactan])O1)
CPD-18696,C([R])CCCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCCSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
23S-rRNA-N3-methylpseudouridine1915,CN2(C(=O)N\C=C([C@@H]1(O[C@H](COP(=O)([O-])O[a 23S rRNA])[C@@H](OP(=O)(O[a 23S rRNA])[O-])[C@@H](O)1))/C(=O)2)
2-Halobenzoate,C(C1(\C(\[X])=C/C=C\C=1))([O-])=O
U6-snRNA-Adenines,C(OP(=O)([O-])O[a U6 snRNA])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](OP(=O)(O[a U6 snRNA])[O-])3)
CPD-171,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(CCOP(=O)([O-])O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H](O)1))C
16S-rRNA-guanine1516,C(OP(=O)([O-])O[a 16S rRNA])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](OP(=O)(O[a 16S rRNA])[O-])3)
HYDROXY-ACYL-COA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
Cyanophycin,C(NC(N)=[NH2+])CC[C@@H](C([O-])=O)NC(C[C@@H](C([a protein])=O)NC([C@H](CC(=O)N[C@H](C([O-])=O)CCCNC(N)=[NH2+])NC([C@H](CC(=O)N[C@H](C([O-])=O)CCCNC(N)=[NH2+])NC([C@H](CC(=O)N[C@H](C([O-])=O)CCCNC(N)=[NH2+])N[a protein])=O)=O)=O)=O
Guanine34-in-tRNAs,C(OP(=O)([O-])O[a tRNA])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](OP(=O)(O[a tRNA])[O-])3)
CPD-19821,C(O)C\C=C/CC1(C(=O)CCC1CC(N[C@@H]([R])C([O-])=O)=O)
23S-rRNA-adenine-2503,C(OP(=O)([O-])O[a 23S rRNA])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](OP(=O)(O[a 23S rRNA])[O-])3)
Branched-Alkanes,C[R]
Glucuronans,C(=O)(O)[C@H]3(O[C@@H](O[C@@H]2([C@@H](C(O)=O)O[C@@H](O[C@@H]1([C@@H](C(O)=O)O[C@@H](O[R2])[C@H](O)[C@@H](O)1))[C@H](O)[C@@H](O)2))[C@H](O)[C@@H](O)[C@H](O[R1])3)
2-OXINDOLE-3-ACETYL-HEXOSE,C(O)C3(O[C@@H](OC(=O)CC1(C(=O)NC2(\C=C/C=C\C1=2)))C(O)C(O)C(O)3)
Butirosins,C([NH3+])C[C@H](O)C(=O)N[C@@H]3(C[C@H]([NH3+])[C@@H](O[C@H]1(O[C@H](C[NH3+])[C@@H](O)[C@H](O)[C@@H]([NH3+])1))[C@H](O[C@H]2([C@H](O)C(O)[C@@H](CO)O2))[C@@H](O)3)
Purine-deoxyribonucleosides-5-PP,C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@@H]([a purine base])C[C@H](O)1)
23S-rRNA-Adenosines,C(OP(=O)([O-])O[a 23S rRNA])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](OP(=O)(O[a 23S rRNA])[O-])3)
3-5-Dihydroxy-Flavanones,C2([R6])(=C([R5])C3(\C(=O)C([R4])C(C1(\C(/[R1])=C(C(\[R2])=C(C(\[R3])=1)/O)\O))OC(/C(\[R8])=C([R7])\2)=3))
Polysaccharides,[a polysaccharide]
CPD-21504,C[C@@H]%17(O[C@H](O[C@@H]%16([C@H](C)O[C@@H](O[C@@H]%15([C@@H](O)[C@H](O[C@@H]%10([C@@H](O[C@H](O[C@@H]9([C@H](C)O[C@@H](O[C@@H]8([C@@H](O)[C@H](O[C@@H]3([C@@H](O[C@H](O[C@@H]2([C@H](C)O[C@@H](O[C@@H]1([C@@H](O)[C@H](O[R2])O[C@H](CO)[C@@H](O)1))[C@@H](O)[C@H](OC(=O)C)2))[C@H]([C@@H]3O[C@H]7(O[C@H](CO)[C@H](O)[C@H](O[C@@H]6(O[C@H](C(=O)[O-])[C@@H](O[C@H]5(O[C@H]4([C@H](O[C@](C)(C([O-])=O)OC4)[C@H](O)[C@@H](O)5)))[C@H](O)[C@@H](O)6))[C@@H](OC(=O)C)7))O)C))O[C@H](CO)[C@@H](O)8))[C@@H](O)[C@H](OC(=O)C)9))[C@H]([C@@H]%10O[C@H]%14(O[C@H](CO)[C@H](O)[C@H](O[C@@H]%13(O[C@H](C(=O)[O-])[C@@H](O[C@H]%12(O[C@H]%11([C@H](O[C@](C)(C([O-])=O)OC%11)[C@H](O)[C@@H](O)%12)))[C@H](O)[C@@H](O)%13))[C@@H](OC(=O)C)%14))O)C))O[C@H](CO)[C@@H](O)%15))[C@@H](O)[C@H](OC(=O)C)%16))[C@H]([C@@H]([C@@H]%17O[R1])O[C@H]%21(O[C@H](CO)[C@H](O)[C@H](O[C@@H]%20(O[C@H](C(=O)[O-])[C@@H](O[C@H]%19(O[C@H]%18([C@H](O[C@](C)(C([O-])=O)OC%18)[C@H](O)[C@@H](O)%19)))[C@H](O)[C@@H](O)%20))[C@@H](OC(=O)C)%21))O)
Pyrimidine-deoxyribonucleosides-3-P,C(O)[C@H]1(O[C@@H]([a pyrimidine base])C[C@H](OP(=O)([O-])[O-])1)
CPD0-2227,CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
D-myo-inositol-pentakisphosphates,C1(O)(C(OP([O-])(=O)[O-])C(OP(=O)([O-])[O-])C(OP(=O)([O-])[O-])C(OP([O-])([O-])=O)C(OP([O-])([O-])=O)1)
CPD-19483,C(C(C[R]SC)C(O)C(=O)[O-])(=O)[O-]
CPD-12226,CC(C)C1(C\C=C(C)/C=C\1)
sialyl-28-sialyl-glycoside,CC(=O)N[C@@H]2([C@@H](O)C[C@](O[R])(C(=O)[O-])O[C@@H]([C@H](O)[C@@H](CO)O[C@@]1(C[C@H](O)[C@@H](NC(=O)C)[C@H]([C@H](O)[C@@H](CO)O)O1)(C(=O)[O-]))2)
A-GLYCEROL-ESTER,C(OC([R])=O)C(O)CO
CPD-18866,C([R2])([R1])CC1(\C2(/C=C7(C(\C[R3])=C3(C4(\N([Mg]N6(C(\C=C(C(/C)=1)/N=2)=C(C(/C)=C(\C=C5([C@@H](C)[C@H](CCC(=O)[O-])C(\C(/[CH-]C(=O)3)=4)=N5))/6)/C(O)C))7)))))
TAG-18-2-40-4s,C(OC([R3])=O)[C@H](OC([R2])=O)COC([R1])=O
Long-Chain-Ceramides,C(CCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)[R1])[R2]
2-O-methyluridine2479-in-23S-rRNA,CO[C@@H]2([C@H](OP(=O)(O[a 23S rRNA])[O-])[C@@H](COP(=O)([O-])O[a 23S rRNA])O[C@@H](N1(\C=C/C(=O)NC(=O)1))2)
Anthocyanidins,C1(=C(C(\[R5])=C(C(/[R1])=C([R2])/1)/C2(C(/[R6])=C/C3(/C(/[O+]=2)=C\C(/[R9])=C([R8])/C(\[R7])=3)))[R4])[R3]
Galactosylated-Galactose-Acceptors,C(O)[C@H]1(O[C@@H](O[R])[C@H](O)[C@@H](O)[C@@H](O)1)
OHyW-58-tRNAPhe,CC1(\N=C2(N(C(/CC(O)[C@H]([NH3+])C(=O)OC)=1)C(=O)C3(\N=C/N(C(N(C)2)=3)[C@@H]4(O[C@H](COP(=O)([O-])O[a tRNA<SUP>Phe</SUP>])[C@@H](OP(=O)(O[a tRNA<SUP>Phe</SUP>])[O-])[C@@H](O)4))))
23-24-Dihydrocucurbitacins,CC(=O)OC(C)(C)CCC([C@@](C)(C2([C@@H](C[C@@]3(C)(C4(C/C=C1([C@@H](C[C@@H](C(C(C)(C)1)=O)O)[C@](C(C[C@](C)23)=O)4[R]))))O))O)=O
Nitroaromatic-Red-Compounds,C([R])NO
tRNA-Containing-N1-MethylAdenine-22,CN1(C(C2(\N=C/N(C(\N=C/1)=2)[C@@H]3(O[C@H](COP(=O)([O-])O[a tRNA])[C@@H](OP(=O)(O[a tRNA])[O-])[C@@H](O)3)))=N)
L-arabinofuranose,C(O)[C@H]1([C@H](O)[C@@H](O)C(O)O1)
